,Date of Sale,City,Department,Product,Sale,Predicted Sale,Flag,Out of Stock,Buffer Stock
5811,6/21/2015,A,Ladies Upper,2876,Not Available,13,Forecast,no answer,0
5812,6/28/2015,A,Ladies Upper,2876,Not Available,2,Forecast,no answer,0
5813,7/5/2015,A,Ladies Upper,2876,Not Available,9,Forecast,no answer,0
5814,7/12/2015,A,Ladies Upper,2876,Not Available,10,Forecast,no answer,0
5815,7/19/2015,A,Ladies Upper,2876,Not Available,6,Forecast,no answer,0
5816,7/26/2015,A,Ladies Upper,2876,Not Available,11,Forecast,no answer,0
5817,9/21/2014,B,Ladies Upper,2876,29,29,History,0,2
5818,9/28/2014,B,Ladies Upper,2876,34,34,History,0,1
5819,10/5/2014,B,Ladies Upper,2876,6,6,History,0,1
5820,10/12/2014,B,Ladies Upper,2876,1,1,History,1,1
5821,10/19/2014,B,Ladies Upper,2876,2,2,History,1,1
5822,10/26/2014,B,Ladies Upper,2876,3,3,History,0,1
5823,11/2/2014,B,Ladies Upper,2876,2,2,History,0,1
5824,11/9/2014,B,Ladies Upper,2876,1,8,History,1,1
5825,11/16/2014,B,Ladies Upper,2876,1,4,History,1,1
5826,11/23/2014,B,Ladies Upper,2876,1,1,History,1,1
5827,11/30/2014,B,Ladies Upper,2876,1,0,History,0,1
5828,12/7/2014,B,Ladies Upper,2876,0,0,History,1,1
5829,12/14/2014,B,Ladies Upper,2876,0,1,History,1,1
5830,12/21/2014,B,Ladies Upper,2876,3,0,History,0,1
5831,12/28/2014,B,Ladies Upper,2876,1,0,History,0,1
5832,1/4/2015,B,Ladies Upper,2876,1,0,History,0,1
5833,1/11/2015,B,Ladies Upper,2876,0,0,History,0,1
5834,1/18/2015,B,Ladies Upper,2876,1,0,History,0,1
5835,1/25/2015,B,Ladies Upper,2876,6,0,History,0,1
5836,2/1/2015,B,Ladies Upper,2876,9,6,History,0,1
5837,2/8/2015,B,Ladies Upper,2876,8,8,History,0,1
5838,2/15/2015,B,Ladies Upper,2876,19,7,History,0,1
5839,2/22/2015,B,Ladies Upper,2876,17,14,History,0,1
5840,3/1/2015,B,Ladies Upper,2876,37,17,History,0,1
5841,3/8/2015,B,Ladies Upper,2876,9,25,History,1,1
5842,3/15/2015,B,Ladies Upper,2876,32,22,History,0,1
5843,3/22/2015,B,Ladies Upper,2876,20,32,History,1,1
5844,3/29/2015,B,Ladies Upper,2876,33,30,History,0,1
5845,4/5/2015,B,Ladies Upper,2876,26,33,History,1,1
5846,4/12/2015,B,Ladies Upper,2876,27,32,History,0,2
5847,4/19/2015,B,Ladies Upper,2876,17,34,History,1,1
5848,4/26/2015,B,Ladies Upper,2876,29,20,History,0,1
5849,5/3/2015,B,Ladies Upper,2876,42,28,History,0,2
5850,5/10/2015,B,Ladies Upper,2876,28,36,History,1,2
5851,5/17/2015,B,Ladies Upper,2876,48,36,History,0,2
5852,5/24/2015,B,Ladies Upper,2876,42,41,History,0,1
5853,5/31/2015,B,Ladies Upper,2876,Not Available,43,Forecast,no answer,0
5854,6/7/2015,B,Ladies Upper,2876,Not Available,47,Forecast,no answer,0
5855,6/14/2015,B,Ladies Upper,2876,Not Available,44,Forecast,no answer,0
5856,6/21/2015,B,Ladies Upper,2876,Not Available,51,Forecast,no answer,0
5857,6/28/2015,B,Ladies Upper,2876,Not Available,51,Forecast,no answer,0
5858,7/5/2015,B,Ladies Upper,2876,Not Available,58,Forecast,no answer,0
5859,7/12/2015,B,Ladies Upper,2876,Not Available,57,Forecast,no answer,0
5860,7/19/2015,B,Ladies Upper,2876,Not Available,59,Forecast,no answer,0
5861,7/26/2015,B,Ladies Upper,2876,Not Available,63,Forecast,no answer,0
5862,7/28/2013,C,Ladies Upper,2876,7,6,History,0,4
5863,8/4/2013,C,Ladies Upper,2876,2,8,History,0,3
5864,8/11/2013,C,Ladies Upper,2876,4,4,History,0,4
5865,8/18/2013,C,Ladies Upper,2876,10,8,History,0,2
5866,8/25/2013,C,Ladies Upper,2876,2,1,History,1,2
5867,9/1/2013,C,Ladies Upper,2876,4,3,History,0,2
5868,9/8/2013,C,Ladies Upper,2876,2,1,History,0,2
5869,9/15/2013,C,Ladies Upper,2876,2,2,History,0,2
5870,9/22/2013,C,Ladies Upper,2876,2,3,History,0,3
5871,9/29/2013,C,Ladies Upper,2876,0,4,History,0,2
5872,10/6/2013,C,Ladies Upper,2876,1,1,History,0,3
5873,10/13/2013,C,Ladies Upper,2876,1,4,History,0,4
5874,10/20/2013,C,Ladies Upper,2876,2,6,History,0,1
5875,10/27/2013,C,Ladies Upper,2876,0,0,History,0,1
5876,11/3/2013,C,Ladies Upper,2876,0,0,History,0,2
5877,11/10/2013,C,Ladies Upper,2876,0,3,History,0,2
5878,11/17/2013,C,Ladies Upper,2876,0,1,History,0,1
5879,11/24/2013,C,Ladies Upper,2876,0,0,History,0,1
5880,12/1/2013,C,Ladies Upper,2876,0,0,History,0,1
5881,12/8/2013,C,Ladies Upper,2876,0,0,History,0,1
5882,12/15/2013,C,Ladies Upper,2876,0,0,History,0,1
5883,12/22/2013,C,Ladies Upper,2876,0,0,History,0,1
5884,12/29/2013,C,Ladies Upper,2876,0,0,History,0,1
5885,1/5/2014,C,Ladies Upper,2876,0,0,History,0,1
5886,1/12/2014,C,Ladies Upper,2876,0,0,History,0,2
5887,1/19/2014,C,Ladies Upper,2876,0,1,History,0,1
5888,1/26/2014,C,Ladies Upper,2876,2,0,History,0,2
5889,2/2/2014,C,Ladies Upper,2876,2,2,History,0,2
5890,2/9/2014,C,Ladies Upper,2876,2,2,History,0,2
5891,2/16/2014,C,Ladies Upper,2876,0,2,History,0,2
5892,2/23/2014,C,Ladies Upper,2876,1,2,History,0,3
5893,3/2/2014,C,Ladies Upper,2876,5,4,History,0,3
5894,3/9/2014,C,Ladies Upper,2876,8,5,History,0,6
5895,3/16/2014,C,Ladies Upper,2876,11,13,History,0,6
5896,3/23/2014,C,Ladies Upper,2876,11,13,History,0,3
5897,3/30/2014,C,Ladies Upper,2876,6,5,History,1,4
5898,4/6/2014,C,Ladies Upper,2876,6,8,History,1,5
5899,4/13/2014,C,Ladies Upper,2876,7,10,History,1,3
5900,4/20/2014,C,Ladies Upper,2876,4,5,History,1,4
5901,4/27/2014,C,Ladies Upper,2876,7,8,History,0,3
5902,5/4/2014,C,Ladies Upper,2876,6,5,History,0,4
5903,5/11/2014,C,Ladies Upper,2876,8,7,History,0,5
5904,5/18/2014,C,Ladies Upper,2876,10,10,History,0,8
5905,5/25/2014,C,Ladies Upper,2876,20,18,History,0,6
5906,6/1/2014,C,Ladies Upper,2876,15,12,History,0,7
5907,6/8/2014,C,Ladies Upper,2876,12,14,History,1,9
5908,6/15/2014,C,Ladies Upper,2876,15,21,History,1,5
5909,6/22/2014,C,Ladies Upper,2876,18,11,History,0,4
5910,6/29/2014,C,Ladies Upper,2876,10,7,History,1,7
5911,7/6/2014,C,Ladies Upper,2876,21,16,History,0,5
5912,7/13/2014,C,Ladies Upper,2876,7,10,History,1,7
5913,7/20/2014,C,Ladies Upper,2876,22,16,History,0,6
5914,7/27/2014,C,Ladies Upper,2876,10,12,History,1,7
5915,8/3/2014,C,Ladies Upper,2876,18,14,History,0,5
5916,8/10/2014,C,Ladies Upper,2876,11,11,History,1,7
5917,8/17/2014,C,Ladies Upper,2876,15,16,History,0,4
5918,8/24/2014,C,Ladies Upper,2876,3,6,History,1,4
5919,8/31/2014,C,Ladies Upper,2876,5,6,History,1,2
5920,9/7/2014,C,Ladies Upper,2876,2,2,History,1,2
5921,9/14/2014,C,Ladies Upper,2876,2,3,History,1,3
5922,9/21/2014,C,Ladies Upper,2876,4,5,History,0,3
5923,9/28/2014,C,Ladies Upper,2876,9,5,History,0,3
5924,10/5/2014,C,Ladies Upper,2876,5,5,History,0,6
5925,10/12/2014,C,Ladies Upper,2876,13,12,History,0,7
5926,10/19/2014,C,Ladies Upper,2876,19,15,History,0,4
5927,10/26/2014,C,Ladies Upper,2876,3,7,History,1,4
5928,11/2/2014,C,Ladies Upper,2876,1,6,History,1,2
5929,11/9/2014,C,Ladies Upper,2876,0,3,History,1,1
5930,11/16/2014,C,Ladies Upper,2876,0,0,History,1,2
5931,11/23/2014,C,Ladies Upper,2876,0,1,History,1,3
5932,11/30/2014,C,Ladies Upper,2876,0,4,History,1,2
5933,12/7/2014,C,Ladies Upper,2876,0,3,History,1,1
5934,12/14/2014,C,Ladies Upper,2876,0,0,History,1,1
5935,12/21/2014,C,Ladies Upper,2876,0,0,History,1,2
5936,12/28/2014,C,Ladies Upper,2876,0,2,History,1,1
5937,1/4/2015,C,Ladies Upper,2876,0,0,History,1,1
5938,1/11/2015,C,Ladies Upper,2876,0,0,History,1,2
5939,1/18/2015,C,Ladies Upper,2876,0,2,History,1,2
5940,1/25/2015,C,Ladies Upper,2876,0,3,History,1,2
5941,2/1/2015,C,Ladies Upper,2876,2,3,History,0,2
5942,2/8/2015,C,Ladies Upper,2876,1,1,History,1,2
5943,2/15/2015,C,Ladies Upper,2876,5,2,History,0,3
5944,2/22/2015,C,Ladies Upper,2876,1,4,History,0,4
5945,3/1/2015,C,Ladies Upper,2876,4,7,History,0,3
5946,3/8/2015,C,Ladies Upper,2876,2,5,History,0,5
5947,3/15/2015,C,Ladies Upper,2876,3,10,History,0,4
5948,3/22/2015,C,Ladies Upper,2876,16,8,History,0,3
5949,3/29/2015,C,Ladies Upper,2876,7,4,History,0,6
5950,4/5/2015,C,Ladies Upper,2876,16,13,History,0,7
5951,4/12/2015,C,Ladies Upper,2876,22,15,History,0,6
5952,4/19/2015,C,Ladies Upper,2876,12,12,History,1,8
5953,4/26/2015,C,Ladies Upper,2876,15,17,History,1,6
5954,5/3/2015,C,Ladies Upper,2876,13,12,History,1,5
5955,5/10/2015,C,Ladies Upper,2876,13,11,History,1,6
5956,5/17/2015,C,Ladies Upper,2876,14,13,History,0,10
5957,5/24/2015,C,Ladies Upper,2876,21,22,History,0,1
5958,5/31/2015,C,Ladies Upper,2876,Not Available,14,Forecast,no answer,0
5959,6/7/2015,C,Ladies Upper,2876,Not Available,13,Forecast,no answer,0
5960,6/14/2015,C,Ladies Upper,2876,Not Available,22,Forecast,no answer,0
5961,6/21/2015,C,Ladies Upper,2876,Not Available,18,Forecast,no answer,0
5962,6/28/2015,C,Ladies Upper,2876,Not Available,12,Forecast,no answer,0
5963,7/5/2015,C,Ladies Upper,2876,Not Available,14,Forecast,no answer,0
5964,7/12/2015,C,Ladies Upper,2876,Not Available,7,Forecast,no answer,0
5965,7/19/2015,C,Ladies Upper,2876,Not Available,14,Forecast,no answer,0
5966,7/26/2015,C,Ladies Upper,2876,Not Available,10,Forecast,no answer,0
5967,7/28/2013,A,Ladies Upper,2877,13,22,History,0,4
5968,8/4/2013,A,Ladies Upper,2877,16,21,History,0,3
5969,8/11/2013,A,Ladies Upper,2877,25,16,History,0,5
5970,8/18/2013,A,Ladies Upper,2877,37,29,History,0,3
5971,8/25/2013,A,Ladies Upper,2877,11,16,History,1,3
5972,9/1/2013,A,Ladies Upper,2877,11,11,History,1,3
5973,9/8/2013,A,Ladies Upper,2877,13,12,History,1,3
5974,9/15/2013,A,Ladies Upper,2877,16,15,History,0,3
5975,9/22/2013,A,Ladies Upper,2877,7,12,History,1,3
5976,9/29/2013,A,Ladies Upper,2877,10,17,History,1,3
5977,10/6/2013,A,Ladies Upper,2877,17,16,History,0,4
5978,10/13/2013,A,Ladies Upper,2877,12,23,History,0,4
5979,10/20/2013,A,Ladies Upper,2877,2,28,History,1,1
5980,10/27/2013,A,Ladies Upper,2877,6,0,History,1,3
5981,11/3/2013,A,Ladies Upper,2877,0,12,History,1,2
5982,11/10/2013,A,Ladies Upper,2877,0,3,History,1,2
5983,11/17/2013,A,Ladies Upper,2877,0,4,History,1,2
5984,11/24/2013,A,Ladies Upper,2877,0,6,History,1,1
5985,12/1/2013,A,Ladies Upper,2877,0,0,History,1,1
5986,12/8/2013,A,Ladies Upper,2877,0,0,History,1,1
5987,12/15/2013,A,Ladies Upper,2877,0,0,History,1,1
5988,12/22/2013,A,Ladies Upper,2877,0,1,History,1,1
5989,12/29/2013,A,Ladies Upper,2877,1,0,History,0,2
5990,1/5/2014,A,Ladies Upper,2877,0,3,History,1,2
5991,1/12/2014,A,Ladies Upper,2877,0,4,History,1,1
5992,1/19/2014,A,Ladies Upper,2877,0,0,History,1,1
5993,1/26/2014,A,Ladies Upper,2877,1,1,History,0,2
5994,2/2/2014,A,Ladies Upper,2877,1,6,History,1,2
5995,2/9/2014,A,Ladies Upper,2877,5,4,History,0,2
5996,2/16/2014,A,Ladies Upper,2877,5,5,History,0,2
5997,2/23/2014,A,Ladies Upper,2877,7,9,History,0,3
5998,3/2/2014,A,Ladies Upper,2877,10,14,History,0,2
5999,3/9/2014,A,Ladies Upper,2877,10,7,History,0,2
6000,3/16/2014,A,Ladies Upper,2877,9,9,History,0,3
6001,3/23/2014,A,Ladies Upper,2877,13,13,History,0,3
6002,3/30/2014,A,Ladies Upper,2877,8,11,History,1,2
6003,4/6/2014,A,Ladies Upper,2877,19,7,History,0,4
6004,4/13/2014,A,Ladies Upper,2877,13,21,History,1,3
6005,4/20/2014,A,Ladies Upper,2877,16,13,History,0,3
6006,4/27/2014,A,Ladies Upper,2877,29,16,History,0,4
6007,5/4/2014,A,Ladies Upper,2877,15,20,History,1,3
6008,5/11/2014,A,Ladies Upper,2877,20,16,History,0,3
6009,5/18/2014,A,Ladies Upper,2877,16,17,History,1,3
6010,5/25/2014,A,Ladies Upper,2877,13,16,History,1,2
6011,6/1/2014,A,Ladies Upper,2877,10,10,History,1,3
6012,6/8/2014,A,Ladies Upper,2877,10,18,History,1,2
6013,6/15/2014,A,Ladies Upper,2877,7,8,History,1,2
6014,6/22/2014,A,Ladies Upper,2877,9,10,History,0,3
6015,6/29/2014,A,Ladies Upper,2877,6,11,History,1,3
6016,7/6/2014,A,Ladies Upper,2877,11,12,History,0,3
6017,7/13/2014,A,Ladies Upper,2877,9,12,History,0,3
6018,7/20/2014,A,Ladies Upper,2877,12,13,History,0,3
6019,7/27/2014,A,Ladies Upper,2877,25,19,History,0,4
6020,8/3/2014,A,Ladies Upper,2877,36,27,History,0,4
6021,8/10/2014,A,Ladies Upper,2877,10,21,History,1,3
6022,8/17/2014,A,Ladies Upper,2877,6,16,History,1,2
6023,8/24/2014,A,Ladies Upper,2877,1,4,History,1,2
6024,8/31/2014,A,Ladies Upper,2877,0,6,History,1,2
6025,9/7/2014,A,Ladies Upper,2877,0,7,History,1,2
6026,9/14/2014,A,Ladies Upper,2877,0,9,History,1,2
6027,9/21/2014,A,Ladies Upper,2877,1,3,History,0,2
6028,9/28/2014,A,Ladies Upper,2877,10,7,History,0,2
6029,10/5/2014,A,Ladies Upper,2877,6,6,History,0,3
6030,10/12/2014,A,Ladies Upper,2877,32,14,History,0,5
6031,10/19/2014,A,Ladies Upper,2877,69,34,History,0,4
6032,10/26/2014,A,Ladies Upper,2877,9,26,History,1,2
6033,11/2/2014,A,Ladies Upper,2877,11,6,History,1,3
6034,11/9/2014,A,Ladies Upper,2877,6,17,History,1,2
6035,11/16/2014,A,Ladies Upper,2877,2,2,History,1,2
6036,11/23/2014,A,Ladies Upper,2877,5,4,History,1,2
6037,11/30/2014,A,Ladies Upper,2877,3,8,History,1,2
6038,12/7/2014,A,Ladies Upper,2877,1,7,History,1,2
6039,12/14/2014,A,Ladies Upper,2877,1,3,History,1,2
6040,12/21/2014,A,Ladies Upper,2877,1,7,History,1,2
6041,12/28/2014,A,Ladies Upper,2877,1,4,History,0,1
6042,1/4/2015,A,Ladies Upper,2877,0,1,History,1,1
6043,1/11/2015,A,Ladies Upper,2877,0,1,History,1,2
6044,1/18/2015,A,Ladies Upper,2877,2,5,History,0,2
6045,1/25/2015,A,Ladies Upper,2877,2,7,History,0,2
6046,2/1/2015,A,Ladies Upper,2877,12,7,History,0,3
6047,2/8/2015,A,Ladies Upper,2877,18,14,History,0,3
6048,2/15/2015,A,Ladies Upper,2877,12,13,History,0,3
6049,2/22/2015,A,Ladies Upper,2877,9,11,History,1,3
6050,3/1/2015,A,Ladies Upper,2877,13,12,History,0,3
6051,3/8/2015,A,Ladies Upper,2877,19,14,History,0,3
6052,3/15/2015,A,Ladies Upper,2877,10,18,History,1,3
6053,3/22/2015,A,Ladies Upper,2877,18,16,History,0,4
6054,3/29/2015,A,Ladies Upper,2877,18,20,History,0,3
6055,4/5/2015,A,Ladies Upper,2877,9,14,History,1,3
6056,4/12/2015,A,Ladies Upper,2877,28,15,History,0,4
6057,4/19/2015,A,Ladies Upper,2877,16,21,History,1,3
6058,4/26/2015,A,Ladies Upper,2877,16,18,History,1,3
6059,5/3/2015,A,Ladies Upper,2877,19,19,History,1,4
6060,5/10/2015,A,Ladies Upper,2877,22,23,History,0,4
6061,5/17/2015,A,Ladies Upper,2877,23,21,History,0,4
6062,5/24/2015,A,Ladies Upper,2877,24,21,History,0,1
6063,5/31/2015,A,Ladies Upper,2877,Not Available,15,Forecast,no answer,0
6064,6/7/2015,A,Ladies Upper,2877,Not Available,16,Forecast,no answer,0
6065,6/14/2015,A,Ladies Upper,2877,Not Available,15,Forecast,no answer,0
6066,6/21/2015,A,Ladies Upper,2877,Not Available,16,Forecast,no answer,0
6067,6/28/2015,A,Ladies Upper,2877,Not Available,16,Forecast,no answer,0
6068,7/5/2015,A,Ladies Upper,2877,Not Available,21,Forecast,no answer,0
6069,7/12/2015,A,Ladies Upper,2877,Not Available,17,Forecast,no answer,0
6070,7/19/2015,A,Ladies Upper,2877,Not Available,19,Forecast,no answer,0
6071,7/26/2015,A,Ladies Upper,2877,Not Available,20,Forecast,no answer,0
6072,9/21/2014,B,Ladies Upper,2877,23,23,History,0,1
6073,9/28/2014,B,Ladies Upper,2877,59,59,History,0,1
6074,10/5/2014,B,Ladies Upper,2877,22,22,History,0,1
6075,10/12/2014,B,Ladies Upper,2877,44,44,History,0,1
6076,10/19/2014,B,Ladies Upper,2877,49,49,History,0,1
6077,10/26/2014,B,Ladies Upper,2877,50,50,History,0,1
6078,11/2/2014,B,Ladies Upper,2877,27,27,History,1,1
6079,11/9/2014,B,Ladies Upper,2877,32,41,History,1,1
6080,11/16/2014,B,Ladies Upper,2877,23,28,History,1,1
6081,11/23/2014,B,Ladies Upper,2877,25,29,History,1,1
6082,11/30/2014,B,Ladies Upper,2877,10,15,History,1,1
6083,12/7/2014,B,Ladies Upper,2877,9,16,History,1,1
6084,12/14/2014,B,Ladies Upper,2877,5,13,History,1,1
6085,12/21/2014,B,Ladies Upper,2877,9,0,History,0,1
6086,12/28/2014,B,Ladies Upper,2877,12,1,History,0,1
6087,1/4/2015,B,Ladies Upper,2877,5,2,History,1,1
6088,1/11/2015,B,Ladies Upper,2877,7,9,History,1,1
6089,1/18/2015,B,Ladies Upper,2877,2,0,History,1,1
6090,1/25/2015,B,Ladies Upper,2877,8,6,History,0,1
6091,2/1/2015,B,Ladies Upper,2877,10,10,History,0,1
6092,2/8/2015,B,Ladies Upper,2877,17,0,History,0,1
6093,2/15/2015,B,Ladies Upper,2877,19,9,History,0,1
6094,2/22/2015,B,Ladies Upper,2877,39,10,History,0,1
6095,3/1/2015,B,Ladies Upper,2877,55,35,History,0,1
6096,3/8/2015,B,Ladies Upper,2877,18,43,History,1,1
6097,3/15/2015,B,Ladies Upper,2877,27,36,History,1,1
6098,3/22/2015,B,Ladies Upper,2877,30,36,History,1,1
6099,3/29/2015,B,Ladies Upper,2877,37,22,History,0,1
6100,4/5/2015,B,Ladies Upper,2877,29,32,History,1,1
6101,4/12/2015,B,Ladies Upper,2877,22,30,History,1,1
6102,4/19/2015,B,Ladies Upper,2877,41,30,History,0,1
6103,4/26/2015,B,Ladies Upper,2877,45,21,History,0,1
6104,5/3/2015,B,Ladies Upper,2877,23,49,History,1,1
6105,5/10/2015,B,Ladies Upper,2877,47,40,History,0,1
6106,5/17/2015,B,Ladies Upper,2877,44,40,History,0,1
6107,5/24/2015,B,Ladies Upper,2877,40,39,History,0,1
6108,5/31/2015,B,Ladies Upper,2877,Not Available,39,Forecast,no answer,0
6109,6/7/2015,B,Ladies Upper,2877,Not Available,50,Forecast,no answer,0
6110,6/14/2015,B,Ladies Upper,2877,Not Available,38,Forecast,no answer,0
6111,6/21/2015,B,Ladies Upper,2877,Not Available,39,Forecast,no answer,0
6112,6/28/2015,B,Ladies Upper,2877,Not Available,53,Forecast,no answer,0
6113,7/5/2015,B,Ladies Upper,2877,Not Available,49,Forecast,no answer,0
6114,7/12/2015,B,Ladies Upper,2877,Not Available,45,Forecast,no answer,0
6115,7/19/2015,B,Ladies Upper,2877,Not Available,44,Forecast,no answer,0
6116,7/26/2015,B,Ladies Upper,2877,Not Available,55,Forecast,no answer,0
6117,7/28/2013,C,Ladies Upper,2877,11,9,History,0,4
6118,8/4/2013,C,Ladies Upper,2877,6,7,History,0,3
6119,8/11/2013,C,Ladies Upper,2877,2,4,History,0,5
6120,8/18/2013,C,Ladies Upper,2877,13,8,History,0,4
6121,8/25/2013,C,Ladies Upper,2877,4,6,History,1,3
6122,9/1/2013,C,Ladies Upper,2877,3,4,History,1,4
6123,9/8/2013,C,Ladies Upper,2877,5,5,History,1,3
6124,9/15/2013,C,Ladies Upper,2877,4,3,History,0,1
6125,9/22/2013,C,Ladies Upper,2877,2,0,History,1,3
6126,9/29/2013,C,Ladies Upper,2877,3,4,History,1,2
6127,10/6/2013,C,Ladies Upper,2877,2,2,History,1,4
6128,10/13/2013,C,Ladies Upper,2877,5,7,History,0,11
6129,10/20/2013,C,Ladies Upper,2877,10,21,History,0,2
6130,10/27/2013,C,Ladies Upper,2877,4,1,History,1,1
6131,11/3/2013,C,Ladies Upper,2877,0,0,History,1,1
6132,11/10/2013,C,Ladies Upper,2877,0,0,History,1,1
6133,11/17/2013,C,Ladies Upper,2877,0,0,History,1,1
6134,11/24/2013,C,Ladies Upper,2877,0,0,History,1,1
6135,12/1/2013,C,Ladies Upper,2877,0,0,History,1,1
6136,12/8/2013,C,Ladies Upper,2877,0,0,History,1,1
6137,12/15/2013,C,Ladies Upper,2877,0,0,History,1,1
6138,12/22/2013,C,Ladies Upper,2877,0,0,History,1,1
6139,12/29/2013,C,Ladies Upper,2877,0,0,History,1,1
6140,1/5/2014,C,Ladies Upper,2877,0,0,History,1,1
6141,1/12/2014,C,Ladies Upper,2877,0,0,History,1,2
6142,1/19/2014,C,Ladies Upper,2877,0,1,History,1,1
6143,1/26/2014,C,Ladies Upper,2877,2,0,History,0,3
6144,2/2/2014,C,Ladies Upper,2877,1,3,History,1,2
6145,2/9/2014,C,Ladies Upper,2877,1,1,History,1,2
6146,2/16/2014,C,Ladies Upper,2877,3,2,History,0,3
6147,2/23/2014,C,Ladies Upper,2877,4,4,History,0,5
6148,3/2/2014,C,Ladies Upper,2877,4,8,History,0,3
6149,3/9/2014,C,Ladies Upper,2877,0,4,History,1,3
6150,3/16/2014,C,Ladies Upper,2877,6,4,History,0,3
6151,3/23/2014,C,Ladies Upper,2877,4,4,History,0,3
6152,3/30/2014,C,Ladies Upper,2877,6,3,History,0,4
6153,4/6/2014,C,Ladies Upper,2877,5,5,History,0,6
6154,4/13/2014,C,Ladies Upper,2877,11,10,History,0,5
6155,4/20/2014,C,Ladies Upper,2877,4,9,History,1,4
6156,4/27/2014,C,Ladies Upper,2877,12,7,History,0,6
6157,5/4/2014,C,Ladies Upper,2877,9,10,History,0,7
6158,5/11/2014,C,Ladies Upper,2877,4,13,History,1,6
6159,5/18/2014,C,Ladies Upper,2877,8,11,History,1,6
6160,5/25/2014,C,Ladies Upper,2877,17,11,History,0,4
6161,6/1/2014,C,Ladies Upper,2877,8,7,History,1,3
6162,6/8/2014,C,Ladies Upper,2877,5,3,History,1,4
6163,6/15/2014,C,Ladies Upper,2877,7,6,History,1,3
6164,6/22/2014,C,Ladies Upper,2877,3,3,History,1,5
6165,6/29/2014,C,Ladies Upper,2877,7,8,History,0,4
6166,7/6/2014,C,Ladies Upper,2877,2,5,History,1,2
6167,7/13/2014,C,Ladies Upper,2877,3,1,History,1,4
6168,7/20/2014,C,Ladies Upper,2877,10,6,History,0,5
6169,7/27/2014,C,Ladies Upper,2877,7,8,History,0,4
6170,8/3/2014,C,Ladies Upper,2877,7,6,History,0,3
6171,8/10/2014,C,Ladies Upper,2877,6,3,History,1,5
6172,8/17/2014,C,Ladies Upper,2877,4,8,History,1,3
6173,8/24/2014,C,Ladies Upper,2877,4,3,History,1,4
6174,8/31/2014,C,Ladies Upper,2877,8,7,History,0,4
6175,9/7/2014,C,Ladies Upper,2877,6,6,History,0,3
6176,9/14/2014,C,Ladies Upper,2877,2,3,History,1,2
6177,9/21/2014,C,Ladies Upper,2877,0,2,History,1,3
6178,9/28/2014,C,Ladies Upper,2877,5,4,History,0,2
6179,10/5/2014,C,Ladies Upper,2877,3,2,History,0,4
6180,10/12/2014,C,Ladies Upper,2877,7,6,History,0,12
6181,10/19/2014,C,Ladies Upper,2877,36,24,History,0,6
6182,10/26/2014,C,Ladies Upper,2877,7,10,History,1,2
6183,11/2/2014,C,Ladies Upper,2877,0,1,History,1,4
6184,11/9/2014,C,Ladies Upper,2877,0,6,History,1,4
6185,11/16/2014,C,Ladies Upper,2877,0,5,History,1,2
6186,11/23/2014,C,Ladies Upper,2877,0,2,History,1,2
6187,11/30/2014,C,Ladies Upper,2877,0,2,History,1,2
6188,12/7/2014,C,Ladies Upper,2877,0,2,History,1,2
6189,12/14/2014,C,Ladies Upper,2877,0,1,History,1,1
6190,12/21/2014,C,Ladies Upper,2877,0,0,History,1,2
6191,12/28/2014,C,Ladies Upper,2877,0,1,History,1,1
6192,1/4/2015,C,Ladies Upper,2877,0,0,History,1,1
6193,1/11/2015,C,Ladies Upper,2877,0,0,History,1,2
6194,1/18/2015,C,Ladies Upper,2877,1,1,History,0,2
6195,1/25/2015,C,Ladies Upper,2877,0,2,History,1,3
6196,2/1/2015,C,Ladies Upper,2877,6,3,History,0,2
6197,2/8/2015,C,Ladies Upper,2877,2,2,History,1,3
6198,2/15/2015,C,Ladies Upper,2877,4,4,History,0,4
6199,2/22/2015,C,Ladies Upper,2877,4,5,History,0,5
6200,3/1/2015,C,Ladies Upper,2877,18,8,History,0,5
6201,3/8/2015,C,Ladies Upper,2877,11,9,History,0,6
6202,3/15/2015,C,Ladies Upper,2877,12,10,History,0,6
6203,3/22/2015,C,Ladies Upper,2877,8,11,History,1,5
6204,3/29/2015,C,Ladies Upper,2877,8,9,History,1,7
6205,4/5/2015,C,Ladies Upper,2877,12,12,History,0,8
6206,4/12/2015,C,Ladies Upper,2877,18,16,History,0,8
6207,4/19/2015,C,Ladies Upper,2877,21,15,History,0,8
6208,4/26/2015,C,Ladies Upper,2877,9,16,History,1,8
6209,5/3/2015,C,Ladies Upper,2877,12,16,History,1,11
6210,5/10/2015,C,Ladies Upper,2877,31,22,History,0,11
6211,5/17/2015,C,Ladies Upper,2877,17,22,History,1,10
6212,5/24/2015,C,Ladies Upper,2877,13,19,History,1,1
6213,5/31/2015,C,Ladies Upper,2877,Not Available,15,Forecast,no answer,0
6214,6/7/2015,C,Ladies Upper,2877,Not Available,14,Forecast,no answer,0
6215,6/14/2015,C,Ladies Upper,2877,Not Available,13,Forecast,no answer,0
6216,6/21/2015,C,Ladies Upper,2877,Not Available,12,Forecast,no answer,0
6217,6/28/2015,C,Ladies Upper,2877,Not Available,18,Forecast,no answer,0
6218,7/5/2015,C,Ladies Upper,2877,Not Available,11,Forecast,no answer,0
6219,7/12/2015,C,Ladies Upper,2877,Not Available,9,Forecast,no answer,0
6220,7/19/2015,C,Ladies Upper,2877,Not Available,12,Forecast,no answer,0
