Date of Sale,City,Department,Product,Sale,Predicted Sale,Flag
6/28/2015,C,Mens Lower,15350,Not Available,5,Forecast
7/5/2015,C,Mens Lower,15350,Not Available,11,Forecast
7/12/2015,C,Mens Lower,15350,Not Available,4,Forecast
7/19/2015,C,Mens Lower,15350,Not Available,2,Forecast
7/26/2015,C,Mens Lower,15350,Not Available,8,Forecast
7/28/2013,A,Mens Lower,15352,19,9,History
8/4/2013,A,Mens Lower,15352,30,20,History
8/11/2013,A,Mens Lower,15352,46,30,History
8/18/2013,A,Mens Lower,15352,23,37,History
8/25/2013,A,Mens Lower,15352,14,14,History
9/1/2013,A,Mens Lower,15352,6,6,History
9/8/2013,A,Mens Lower,15352,13,10,History
9/15/2013,A,Mens Lower,15352,6,11,History
9/22/2013,A,Mens Lower,15352,8,15,History
9/29/2013,A,Mens Lower,15352,10,14,History
10/6/2013,A,Mens Lower,15352,14,11,History
10/13/2013,A,Mens Lower,15352,17,14,History
10/20/2013,A,Mens Lower,15352,25,24,History
10/27/2013,A,Mens Lower,15352,38,20,History
11/3/2013,A,Mens Lower,15352,13,23,History
11/10/2013,A,Mens Lower,15352,3,13,History
11/17/2013,A,Mens Lower,15352,7,14,History
11/24/2013,A,Mens Lower,15352,5,0,History
12/1/2013,A,Mens Lower,15352,4,8,History
12/8/2013,A,Mens Lower,15352,12,8,History
12/15/2013,A,Mens Lower,15352,6,10,History
12/22/2013,A,Mens Lower,15352,8,7,History
12/29/2013,A,Mens Lower,15352,8,5,History
1/5/2014,A,Mens Lower,15352,9,11,History
1/12/2014,A,Mens Lower,15352,8,10,History
1/19/2014,A,Mens Lower,15352,9,7,History
1/26/2014,A,Mens Lower,15352,3,11,History
2/2/2014,A,Mens Lower,15352,4,4,History
2/9/2014,A,Mens Lower,15352,5,5,History
2/16/2014,A,Mens Lower,15352,8,7,History
2/23/2014,A,Mens Lower,15352,12,8,History
3/2/2014,A,Mens Lower,15352,6,10,History
3/9/2014,A,Mens Lower,15352,11,12,History
3/16/2014,A,Mens Lower,15352,2,10,History
3/23/2014,A,Mens Lower,15352,2,5,History
3/30/2014,A,Mens Lower,15352,2,0,History
4/6/2014,A,Mens Lower,15352,8,7,History
4/13/2014,A,Mens Lower,15352,3,10,History
4/20/2014,A,Mens Lower,15352,1,4,History
4/27/2014,A,Mens Lower,15352,14,6,History
5/4/2014,A,Mens Lower,15352,18,12,History
5/11/2014,A,Mens Lower,15352,5,13,History
5/18/2014,A,Mens Lower,15352,3,1,History
5/25/2014,A,Mens Lower,15352,4,0,History
6/1/2014,A,Mens Lower,15352,4,6,History
6/8/2014,A,Mens Lower,15352,6,3,History
6/15/2014,A,Mens Lower,15352,1,10,History
6/22/2014,A,Mens Lower,15352,3,1,History
6/29/2014,A,Mens Lower,15352,2,2,History
7/6/2014,A,Mens Lower,15352,1,0,History
7/13/2014,A,Mens Lower,15352,4,5,History
7/20/2014,A,Mens Lower,15352,4,3,History
7/27/2014,A,Mens Lower,15352,2,6,History
8/3/2014,A,Mens Lower,15352,6,8,History
8/10/2014,A,Mens Lower,15352,3,9,History
8/17/2014,A,Mens Lower,15352,6,5,History
8/24/2014,A,Mens Lower,15352,0,0,History
8/31/2014,A,Mens Lower,15352,0,0,History
9/7/2014,A,Mens Lower,15352,0,2,History
9/14/2014,A,Mens Lower,15352,0,0,History
9/21/2014,A,Mens Lower,15352,18,5,History
9/28/2014,A,Mens Lower,15352,19,14,History
10/5/2014,A,Mens Lower,15352,21,17,History
10/12/2014,A,Mens Lower,15352,17,15,History
10/19/2014,A,Mens Lower,15352,31,22,History
10/26/2014,A,Mens Lower,15352,7,22,History
11/2/2014,A,Mens Lower,15352,4,0,History
11/9/2014,A,Mens Lower,15352,2,4,History
11/16/2014,A,Mens Lower,15352,10,12,History
11/23/2014,A,Mens Lower,15352,6,0,History
11/30/2014,A,Mens Lower,15352,4,7,History
12/7/2014,A,Mens Lower,15352,3,7,History
12/14/2014,A,Mens Lower,15352,1,0,History
12/21/2014,A,Mens Lower,15352,1,3,History
12/28/2014,A,Mens Lower,15352,2,3,History
1/4/2015,A,Mens Lower,15352,3,1,History
1/11/2015,A,Mens Lower,15352,9,8,History
1/18/2015,A,Mens Lower,15352,3,6,History
1/25/2015,A,Mens Lower,15352,9,6,History
2/1/2015,A,Mens Lower,15352,3,1,History
2/8/2015,A,Mens Lower,15352,8,6,History
2/15/2015,A,Mens Lower,15352,4,9,History
2/22/2015,A,Mens Lower,15352,5,3,History
3/1/2015,A,Mens Lower,15352,4,6,History
3/8/2015,A,Mens Lower,15352,3,9,History
3/15/2015,A,Mens Lower,15352,0,5,History
3/22/2015,A,Mens Lower,15352,2,0,History
3/29/2015,A,Mens Lower,15352,1,0,History
4/5/2015,A,Mens Lower,15352,5,7,History
4/12/2015,A,Mens Lower,15352,10,5,History
4/19/2015,A,Mens Lower,15352,6,12,History
4/26/2015,A,Mens Lower,15352,7,8,History
5/3/2015,A,Mens Lower,15352,3,8,History
5/10/2015,A,Mens Lower,15352,2,0,History
5/17/2015,A,Mens Lower,15352,0,0,History
5/24/2015,A,Mens Lower,15352,2,0,History
5/31/2015,A,Mens Lower,15352,Not Available,3,Forecast
6/7/2015,A,Mens Lower,15352,Not Available,7,Forecast
6/14/2015,A,Mens Lower,15352,Not Available,4,Forecast
6/21/2015,A,Mens Lower,15352,Not Available,8,Forecast
6/28/2015,A,Mens Lower,15352,Not Available,7,Forecast
7/5/2015,A,Mens Lower,15352,Not Available,5,Forecast
7/12/2015,A,Mens Lower,15352,Not Available,6,Forecast
7/19/2015,A,Mens Lower,15352,Not Available,8,Forecast
7/26/2015,A,Mens Lower,15352,Not Available,12,Forecast
9/21/2014,B,Mens Lower,15352,2,2,History
9/28/2014,B,Mens Lower,15352,35,35,History
10/5/2014,B,Mens Lower,15352,19,19,History
10/12/2014,B,Mens Lower,15352,9,9,History
10/19/2014,B,Mens Lower,15352,13,13,History
10/26/2014,B,Mens Lower,15352,15,15,History
11/2/2014,B,Mens Lower,15352,7,7,History
11/9/2014,B,Mens Lower,15352,9,11,History
11/16/2014,B,Mens Lower,15352,10,12,History
11/23/2014,B,Mens Lower,15352,17,19,History
11/30/2014,B,Mens Lower,15352,15,12,History
12/7/2014,B,Mens Lower,15352,12,11,History
12/14/2014,B,Mens Lower,15352,11,16,History
12/21/2014,B,Mens Lower,15352,14,8,History
12/28/2014,B,Mens Lower,15352,3,8,History
1/4/2015,B,Mens Lower,15352,18,9,History
1/11/2015,B,Mens Lower,15352,8,16,History
1/18/2015,B,Mens Lower,15352,16,11,History
1/25/2015,B,Mens Lower,15352,7,9,History
2/1/2015,B,Mens Lower,15352,13,12,History
2/8/2015,B,Mens Lower,15352,8,7,History
2/15/2015,B,Mens Lower,15352,10,4,History
2/22/2015,B,Mens Lower,15352,13,9,History
3/1/2015,B,Mens Lower,15352,14,12,History
3/8/2015,B,Mens Lower,15352,5,10,History
3/15/2015,B,Mens Lower,15352,1,6,History
3/22/2015,B,Mens Lower,15352,3,10,History
3/29/2015,B,Mens Lower,15352,6,5,History
4/5/2015,B,Mens Lower,15352,5,4,History
4/12/2015,B,Mens Lower,15352,9,8,History
4/19/2015,B,Mens Lower,15352,12,10,History
4/26/2015,B,Mens Lower,15352,5,6,History
5/3/2015,B,Mens Lower,15352,1,2,History
5/10/2015,B,Mens Lower,15352,4,6,History
5/17/2015,B,Mens Lower,15352,2,3,History
5/24/2015,B,Mens Lower,15352,1,2,History
5/31/2015,B,Mens Lower,15352,Not Available,6,Forecast
6/7/2015,B,Mens Lower,15352,Not Available,8,Forecast
6/14/2015,B,Mens Lower,15352,Not Available,3,Forecast
6/21/2015,B,Mens Lower,15352,Not Available,0,Forecast
6/28/2015,B,Mens Lower,15352,Not Available,3,Forecast
7/5/2015,B,Mens Lower,15352,Not Available,1,Forecast
7/12/2015,B,Mens Lower,15352,Not Available,0,Forecast
7/19/2015,B,Mens Lower,15352,Not Available,4,Forecast
7/26/2015,B,Mens Lower,15352,Not Available,6,Forecast
7/28/2013,C,Mens Lower,15352,13,9,History
8/4/2013,C,Mens Lower,15352,20,13,History
8/11/2013,C,Mens Lower,15352,24,25,History
8/18/2013,C,Mens Lower,15352,18,23,History
8/25/2013,C,Mens Lower,15352,6,12,History
9/1/2013,C,Mens Lower,15352,8,23,History
9/8/2013,C,Mens Lower,15352,10,0,History
9/15/2013,C,Mens Lower,15352,13,8,History
9/22/2013,C,Mens Lower,15352,7,8,History
9/29/2013,C,Mens Lower,15352,8,11,History
10/6/2013,C,Mens Lower,15352,11,12,History
10/13/2013,C,Mens Lower,15352,19,12,History
10/20/2013,C,Mens Lower,15352,12,26,History
10/27/2013,C,Mens Lower,15352,49,20,History
11/3/2013,C,Mens Lower,15352,15,19,History
11/10/2013,C,Mens Lower,15352,17,15,History
11/17/2013,C,Mens Lower,15352,13,17,History
11/24/2013,C,Mens Lower,15352,2,6,History
12/1/2013,C,Mens Lower,15352,7,5,History
12/8/2013,C,Mens Lower,15352,12,7,History
12/15/2013,C,Mens Lower,15352,13,12,History
12/22/2013,C,Mens Lower,15352,7,9,History
12/29/2013,C,Mens Lower,15352,10,9,History
1/5/2014,C,Mens Lower,15352,11,10,History
1/12/2014,C,Mens Lower,15352,10,9,History
1/19/2014,C,Mens Lower,15352,9,9,History
1/26/2014,C,Mens Lower,15352,5,10,History
2/2/2014,C,Mens Lower,15352,16,16,History
2/9/2014,C,Mens Lower,15352,13,10,History
2/16/2014,C,Mens Lower,15352,8,10,History
2/23/2014,C,Mens Lower,15352,12,14,History
3/2/2014,C,Mens Lower,15352,10,14,History
3/9/2014,C,Mens Lower,15352,12,6,History
3/16/2014,C,Mens Lower,15352,5,13,History
3/23/2014,C,Mens Lower,15352,5,20,History
3/30/2014,C,Mens Lower,15352,5,2,History
4/6/2014,C,Mens Lower,15352,3,6,History
4/13/2014,C,Mens Lower,15352,5,11,History
4/20/2014,C,Mens Lower,15352,11,8,History
4/27/2014,C,Mens Lower,15352,24,13,History
5/4/2014,C,Mens Lower,15352,27,18,History
5/11/2014,C,Mens Lower,15352,7,12,History
5/18/2014,C,Mens Lower,15352,6,5,History
5/25/2014,C,Mens Lower,15352,6,2,History
6/1/2014,C,Mens Lower,15352,8,10,History
6/8/2014,C,Mens Lower,15352,8,10,History
6/15/2014,C,Mens Lower,15352,5,4,History
6/22/2014,C,Mens Lower,15352,9,6,History
6/29/2014,C,Mens Lower,15352,12,14,History
7/6/2014,C,Mens Lower,15352,3,8,History
7/13/2014,C,Mens Lower,15352,1,2,History
7/20/2014,C,Mens Lower,15352,7,4,History
7/27/2014,C,Mens Lower,15352,6,8,History
8/3/2014,C,Mens Lower,15352,4,12,History
8/10/2014,C,Mens Lower,15352,10,11,History
8/17/2014,C,Mens Lower,15352,16,11,History
8/24/2014,C,Mens Lower,15352,16,9,History
8/31/2014,C,Mens Lower,15352,38,22,History
9/7/2014,C,Mens Lower,15352,6,15,History
9/14/2014,C,Mens Lower,15352,4,8,History
9/21/2014,C,Mens Lower,15352,3,2,History
9/28/2014,C,Mens Lower,15352,8,6,History
10/5/2014,C,Mens Lower,15352,10,11,History
10/12/2014,C,Mens Lower,15352,7,12,History
10/19/2014,C,Mens Lower,15352,33,19,History
10/26/2014,C,Mens Lower,15352,3,28,History
11/2/2014,C,Mens Lower,15352,7,1,History
11/9/2014,C,Mens Lower,15352,5,4,History
11/16/2014,C,Mens Lower,15352,4,11,History
11/23/2014,C,Mens Lower,15352,2,0,History
11/30/2014,C,Mens Lower,15352,6,1,History
12/7/2014,C,Mens Lower,15352,7,8,History
12/14/2014,C,Mens Lower,15352,3,1,History
12/21/2014,C,Mens Lower,15352,9,2,History
12/28/2014,C,Mens Lower,15352,14,9,History
1/4/2015,C,Mens Lower,15352,8,7,History
1/11/2015,C,Mens Lower,15352,6,6,History
1/18/2015,C,Mens Lower,15352,7,5,History
1/25/2015,C,Mens Lower,15352,13,9,History
2/1/2015,C,Mens Lower,15352,23,12,History
2/8/2015,C,Mens Lower,15352,12,15,History
2/15/2015,C,Mens Lower,15352,12,12,History
2/22/2015,C,Mens Lower,15352,15,12,History
3/1/2015,C,Mens Lower,15352,25,16,History
3/8/2015,C,Mens Lower,15352,3,14,History
3/15/2015,C,Mens Lower,15352,6,15,History
3/22/2015,C,Mens Lower,15352,11,15,History
3/29/2015,C,Mens Lower,15352,5,8,History
4/5/2015,C,Mens Lower,15352,16,11,History
4/12/2015,C,Mens Lower,15352,23,15,History
4/19/2015,C,Mens Lower,15352,15,21,History
4/26/2015,C,Mens Lower,15352,11,17,History
5/3/2015,C,Mens Lower,15352,2,17,History
5/10/2015,C,Mens Lower,15352,2,0,History
5/17/2015,C,Mens Lower,15352,1,3,History
5/24/2015,C,Mens Lower,15352,0,5,History
5/31/2015,C,Mens Lower,15352,Not Available,6,Forecast
6/7/2015,C,Mens Lower,15352,Not Available,8,Forecast
6/14/2015,C,Mens Lower,15352,Not Available,1,Forecast
6/21/2015,C,Mens Lower,15352,Not Available,5,Forecast
6/28/2015,C,Mens Lower,15352,Not Available,10,Forecast
7/5/2015,C,Mens Lower,15352,Not Available,7,Forecast
7/12/2015,C,Mens Lower,15352,Not Available,6,Forecast
7/19/2015,C,Mens Lower,15352,Not Available,5,Forecast
7/26/2015,C,Mens Lower,15352,Not Available,8,Forecast
7/28/2013,A,Mens Lower,15353,21,21,History
8/4/2013,A,Mens Lower,15353,24,26,History
8/11/2013,A,Mens Lower,15353,41,23,History
8/18/2013,A,Mens Lower,15353,26,36,History
8/25/2013,A,Mens Lower,15353,13,10,History
9/1/2013,A,Mens Lower,15353,6,4,History
9/8/2013,A,Mens Lower,15353,6,10,History
9/15/2013,A,Mens Lower,15353,9,6,History
9/22/2013,A,Mens Lower,15353,5,10,History
9/29/2013,A,Mens Lower,15353,4,15,History
10/6/2013,A,Mens Lower,15353,10,15,History
10/13/2013,A,Mens Lower,15353,7,15,History
10/20/2013,A,Mens Lower,15353,13,16,History
10/27/2013,A,Mens Lower,15353,32,15,History
11/3/2013,A,Mens Lower,15353,14,18,History
11/10/2013,A,Mens Lower,15353,6,16,History
11/17/2013,A,Mens Lower,15353,9,17,History
11/24/2013,A,Mens Lower,15353,5,3,History
12/1/2013,A,Mens Lower,15353,3,0,History
12/8/2013,A,Mens Lower,15353,7,2,History
12/15/2013,A,Mens Lower,15353,1,11,History
12/22/2013,A,Mens Lower,15353,7,2,History
12/29/2013,A,Mens Lower,15353,6,4,History
1/5/2014,A,Mens Lower,15353,3,4,History
1/12/2014,A,Mens Lower,15353,6,6,History
1/19/2014,A,Mens Lower,15353,8,9,History
1/26/2014,A,Mens Lower,15353,1,4,History
2/2/2014,A,Mens Lower,15353,6,4,History
2/9/2014,A,Mens Lower,15353,15,8,History
2/16/2014,A,Mens Lower,15353,7,10,History
2/23/2014,A,Mens Lower,15353,8,2,History
3/2/2014,A,Mens Lower,15353,2,10,History
3/9/2014,A,Mens Lower,15353,3,3,History
3/16/2014,A,Mens Lower,15353,2,2,History
3/23/2014,A,Mens Lower,15353,9,9,History
3/30/2014,A,Mens Lower,15353,19,5,History
4/6/2014,A,Mens Lower,15353,17,16,History
4/13/2014,A,Mens Lower,15353,10,21,History
4/20/2014,A,Mens Lower,15353,7,3,History
4/27/2014,A,Mens Lower,15353,9,11,History
5/4/2014,A,Mens Lower,15353,10,8,History
5/11/2014,A,Mens Lower,15353,14,15,History
5/18/2014,A,Mens Lower,15353,10,11,History
5/25/2014,A,Mens Lower,15353,9,3,History
6/1/2014,A,Mens Lower,15353,8,7,History
6/8/2014,A,Mens Lower,15353,9,13,History
6/15/2014,A,Mens Lower,15353,7,6,History
6/22/2014,A,Mens Lower,15353,10,4,History
6/29/2014,A,Mens Lower,15353,7,19,History
7/6/2014,A,Mens Lower,15353,5,5,History
7/13/2014,A,Mens Lower,15353,9,6,History
7/20/2014,A,Mens Lower,15353,11,6,History
7/27/2014,A,Mens Lower,15353,19,14,History
8/3/2014,A,Mens Lower,15353,16,16,History
8/10/2014,A,Mens Lower,15353,5,13,History
8/17/2014,A,Mens Lower,15353,1,9,History
8/24/2014,A,Mens Lower,15353,1,0,History
8/31/2014,A,Mens Lower,15353,0,0,History
9/7/2014,A,Mens Lower,15353,0,0,History
9/14/2014,A,Mens Lower,15353,0,0,History
9/21/2014,A,Mens Lower,15353,6,0,History
9/28/2014,A,Mens Lower,15353,20,4,History
10/5/2014,A,Mens Lower,15353,32,17,History
10/12/2014,A,Mens Lower,15353,42,28,History
10/19/2014,A,Mens Lower,15353,43,33,History
10/26/2014,A,Mens Lower,15353,4,24,History
11/2/2014,A,Mens Lower,15353,7,0,History
11/9/2014,A,Mens Lower,15353,7,12,History
11/16/2014,A,Mens Lower,15353,13,15,History
11/23/2014,A,Mens Lower,15353,0,6,History
11/30/2014,A,Mens Lower,15353,0,5,History
12/7/2014,A,Mens Lower,15353,1,6,History
12/14/2014,A,Mens Lower,15353,3,0,History
12/21/2014,A,Mens Lower,15353,5,7,History
12/28/2014,A,Mens Lower,15353,7,4,History
1/4/2015,A,Mens Lower,15353,6,6,History
1/11/2015,A,Mens Lower,15353,1,8,History
1/18/2015,A,Mens Lower,15353,3,15,History
1/25/2015,A,Mens Lower,15353,8,6,History
2/1/2015,A,Mens Lower,15353,5,1,History
2/8/2015,A,Mens Lower,15353,6,10,History
2/15/2015,A,Mens Lower,15353,9,7,History
2/22/2015,A,Mens Lower,15353,2,5,History
3/1/2015,A,Mens Lower,15353,2,6,History
3/8/2015,A,Mens Lower,15353,5,10,History
3/15/2015,A,Mens Lower,15353,7,9,History
3/22/2015,A,Mens Lower,15353,2,5,History
3/29/2015,A,Mens Lower,15353,1,1,History
4/5/2015,A,Mens Lower,15353,7,9,History
4/12/2015,A,Mens Lower,15353,13,16,History
4/19/2015,A,Mens Lower,15353,5,5,History
4/26/2015,A,Mens Lower,15353,10,14,History
5/3/2015,A,Mens Lower,15353,14,12,History
5/10/2015,A,Mens Lower,15353,2,9,History
5/17/2015,A,Mens Lower,15353,3,0,History
5/24/2015,A,Mens Lower,15353,6,1,History
5/31/2015,A,Mens Lower,15353,Not Available,6,Forecast
6/7/2015,A,Mens Lower,15353,Not Available,10,Forecast
6/14/2015,A,Mens Lower,15353,Not Available,15,Forecast
6/21/2015,A,Mens Lower,15353,Not Available,23,Forecast
6/28/2015,A,Mens Lower,15353,Not Available,12,Forecast
7/5/2015,A,Mens Lower,15353,Not Available,17,Forecast
7/12/2015,A,Mens Lower,15353,Not Available,14,Forecast
7/19/2015,A,Mens Lower,15353,Not Available,16,Forecast
7/26/2015,A,Mens Lower,15353,Not Available,15,Forecast
9/21/2014,B,Mens Lower,15353,13,13,History
9/28/2014,B,Mens Lower,15353,110,110,History
10/5/2014,B,Mens Lower,15353,10,10,History
10/12/2014,B,Mens Lower,15353,15,15,History
10/19/2014,B,Mens Lower,15353,27,27,History
10/26/2014,B,Mens Lower,15353,16,16,History
11/2/2014,B,Mens Lower,15353,13,13,History
11/9/2014,B,Mens Lower,15353,6,17,History
11/16/2014,B,Mens Lower,15353,16,17,History
11/23/2014,B,Mens Lower,15353,18,17,History
11/30/2014,B,Mens Lower,15353,19,6,History
12/7/2014,B,Mens Lower,15353,14,17,History
12/14/2014,B,Mens Lower,15353,6,15,History
12/21/2014,B,Mens Lower,15353,8,1,History
12/28/2014,B,Mens Lower,15353,9,0,History
1/4/2015,B,Mens Lower,15353,8,18,History
1/11/2015,B,Mens Lower,15353,3,12,History
1/18/2015,B,Mens Lower,15353,5,0,History
1/25/2015,B,Mens Lower,15353,4,1,History
2/1/2015,B,Mens Lower,15353,13,2,History
2/8/2015,B,Mens Lower,15353,14,8,History
2/15/2015,B,Mens Lower,15353,17,3,History
2/22/2015,B,Mens Lower,15353,20,22,History
3/1/2015,B,Mens Lower,15353,20,23,History
3/8/2015,B,Mens Lower,15353,16,16,History
3/15/2015,B,Mens Lower,15353,5,13,History
3/22/2015,B,Mens Lower,15353,9,8,History
3/29/2015,B,Mens Lower,15353,5,5,History
4/5/2015,B,Mens Lower,15353,7,0,History
4/12/2015,B,Mens Lower,15353,13,10,History
4/19/2015,B,Mens Lower,15353,9,15,History
4/26/2015,B,Mens Lower,15353,8,7,History
5/3/2015,B,Mens Lower,15353,7,3,History
5/10/2015,B,Mens Lower,15353,13,10,History
5/17/2015,B,Mens Lower,15353,14,9,History
5/24/2015,B,Mens Lower,15353,8,7,History
5/31/2015,B,Mens Lower,15353,Not Available,12,Forecast
6/7/2015,B,Mens Lower,15353,Not Available,13,Forecast
6/14/2015,B,Mens Lower,15353,Not Available,11,Forecast
6/21/2015,B,Mens Lower,15353,Not Available,8,Forecast
6/28/2015,B,Mens Lower,15353,Not Available,11,Forecast
7/5/2015,B,Mens Lower,15353,Not Available,8,Forecast
7/12/2015,B,Mens Lower,15353,Not Available,2,Forecast
7/19/2015,B,Mens Lower,15353,Not Available,6,Forecast
7/26/2015,B,Mens Lower,15353,Not Available,7,Forecast
7/28/2013,C,Mens Lower,15353,13,9,History
8/4/2013,C,Mens Lower,15353,16,8,History
8/11/2013,C,Mens Lower,15353,18,15,History
8/18/2013,C,Mens Lower,15353,9,13,History
8/25/2013,C,Mens Lower,15353,7,10,History
9/1/2013,C,Mens Lower,15353,12,9,History
9/8/2013,C,Mens Lower,15353,12,12,History
9/15/2013,C,Mens Lower,15353,13,13,History
9/22/2013,C,Mens Lower,15353,9,11,History
9/29/2013,C,Mens Lower,15353,5,7,History
10/6/2013,C,Mens Lower,15353,6,9,History
10/13/2013,C,Mens Lower,15353,19,22,History
10/20/2013,C,Mens Lower,15353,14,22,History
10/27/2013,C,Mens Lower,15353,42,22,History
11/3/2013,C,Mens Lower,15353,11,11,History
11/10/2013,C,Mens Lower,15353,10,17,History
11/17/2013,C,Mens Lower,15353,7,22,History
11/24/2013,C,Mens Lower,15353,5,4,History
12/1/2013,C,Mens Lower,15353,2,3,History
12/8/2013,C,Mens Lower,15353,4,1,History
12/15/2013,C,Mens Lower,15353,3,2,History
12/22/2013,C,Mens Lower,15353,5,3,History
12/29/2013,C,Mens Lower,15353,4,4,History
1/5/2014,C,Mens Lower,15353,3,3,History
1/12/2014,C,Mens Lower,15353,4,7,History
1/19/2014,C,Mens Lower,15353,12,9,History
1/26/2014,C,Mens Lower,15353,11,7,History
2/2/2014,C,Mens Lower,15353,12,11,History
2/9/2014,C,Mens Lower,15353,13,9,History
2/16/2014,C,Mens Lower,15353,16,18,History
2/23/2014,C,Mens Lower,15353,9,10,History
3/2/2014,C,Mens Lower,15353,7,12,History
3/9/2014,C,Mens Lower,15353,5,11,History
3/16/2014,C,Mens Lower,15353,5,5,History
3/23/2014,C,Mens Lower,15353,4,10,History
3/30/2014,C,Mens Lower,15353,10,5,History
4/6/2014,C,Mens Lower,15353,2,0,History
4/13/2014,C,Mens Lower,15353,12,12,History
4/20/2014,C,Mens Lower,15353,4,9,History
4/27/2014,C,Mens Lower,15353,3,6,History
5/4/2014,C,Mens Lower,15353,5,8,History
5/11/2014,C,Mens Lower,15353,4,1,History
5/18/2014,C,Mens Lower,15353,2,4,History
5/25/2014,C,Mens Lower,15353,7,3,History
6/1/2014,C,Mens Lower,15353,12,7,History
6/8/2014,C,Mens Lower,15353,10,8,History
6/15/2014,C,Mens Lower,15353,7,8,History
6/22/2014,C,Mens Lower,15353,9,9,History
6/29/2014,C,Mens Lower,15353,17,11,History
7/6/2014,C,Mens Lower,15353,8,15,History
7/13/2014,C,Mens Lower,15353,5,3,History
7/20/2014,C,Mens Lower,15353,4,0,History
7/27/2014,C,Mens Lower,15353,4,6,History
8/3/2014,C,Mens Lower,15353,1,7,History
8/10/2014,C,Mens Lower,15353,4,5,History
8/17/2014,C,Mens Lower,15353,6,2,History
8/24/2014,C,Mens Lower,15353,2,1,History
8/31/2014,C,Mens Lower,15353,4,3,History
9/7/2014,C,Mens Lower,15353,6,5,History
9/14/2014,C,Mens Lower,15353,7,6,History
9/21/2014,C,Mens Lower,15353,11,9,History
9/28/2014,C,Mens Lower,15353,7,4,History
10/5/2014,C,Mens Lower,15353,11,9,History
10/12/2014,C,Mens Lower,15353,21,20,History
10/19/2014,C,Mens Lower,15353,33,22,History
10/26/2014,C,Mens Lower,15353,8,28,History
11/2/2014,C,Mens Lower,15353,3,2,History
11/9/2014,C,Mens Lower,15353,8,8,History
11/16/2014,C,Mens Lower,15353,7,16,History
11/23/2014,C,Mens Lower,15353,8,3,History
11/30/2014,C,Mens Lower,15353,5,1,History
12/7/2014,C,Mens Lower,15353,4,1,History
12/14/2014,C,Mens Lower,15353,4,1,History
12/21/2014,C,Mens Lower,15353,4,3,History
12/28/2014,C,Mens Lower,15353,8,8,History
1/4/2015,C,Mens Lower,15353,5,3,History
1/11/2015,C,Mens Lower,15353,9,9,History
1/18/2015,C,Mens Lower,15353,12,9,History
1/25/2015,C,Mens Lower,15353,9,7,History
2/1/2015,C,Mens Lower,15353,10,9,History
2/8/2015,C,Mens Lower,15353,9,8,History
2/15/2015,C,Mens Lower,15353,36,20,History
2/22/2015,C,Mens Lower,15353,17,16,History
3/1/2015,C,Mens Lower,15353,19,21,History
3/8/2015,C,Mens Lower,15353,12,17,History
3/15/2015,C,Mens Lower,15353,9,11,History
3/22/2015,C,Mens Lower,15353,9,15,History
3/29/2015,C,Mens Lower,15353,8,9,History
4/5/2015,C,Mens Lower,15353,3,5,History
4/12/2015,C,Mens Lower,15353,12,12,History
4/19/2015,C,Mens Lower,15353,12,11,History
4/26/2015,C,Mens Lower,15353,8,9,History
5/3/2015,C,Mens Lower,15353,8,13,History
5/10/2015,C,Mens Lower,15353,3,5,History
5/17/2015,C,Mens Lower,15353,5,7,History
5/24/2015,C,Mens Lower,15353,8,9,History
5/31/2015,C,Mens Lower,15353,Not Available,9,Forecast
6/7/2015,C,Mens Lower,15353,Not Available,10,Forecast
6/14/2015,C,Mens Lower,15353,Not Available,6,Forecast
6/21/2015,C,Mens Lower,15353,Not Available,9,Forecast
6/28/2015,C,Mens Lower,15353,Not Available,11,Forecast
7/5/2015,C,Mens Lower,15353,Not Available,14,Forecast
7/12/2015,C,Mens Lower,15353,Not Available,9,Forecast
7/19/2015,C,Mens Lower,15353,Not Available,3,Forecast
7/26/2015,C,Mens Lower,15353,Not Available,8,Forecast
7/28/2013,A,Mens Lower,15355,6,10,History
8/4/2013,A,Mens Lower,15355,4,6,History
8/11/2013,A,Mens Lower,15355,13,6,History
8/18/2013,A,Mens Lower,15355,7,9,History
8/25/2013,A,Mens Lower,15355,4,3,History
9/1/2013,A,Mens Lower,15355,4,6,History
9/8/2013,A,Mens Lower,15355,4,2,History
9/15/2013,A,Mens Lower,15355,3,4,History
9/22/2013,A,Mens Lower,15355,5,5,History
9/29/2013,A,Mens Lower,15355,3,13,History
10/6/2013,A,Mens Lower,15355,10,3,History
10/13/2013,A,Mens Lower,15355,4,6,History
10/20/2013,A,Mens Lower,15355,20,15,History
10/27/2013,A,Mens Lower,15355,30,17,History
11/3/2013,A,Mens Lower,15355,18,19,History
11/10/2013,A,Mens Lower,15355,4,14,History
11/17/2013,A,Mens Lower,15355,7,10,History
11/24/2013,A,Mens Lower,15355,4,0,History
12/1/2013,A,Mens Lower,15355,10,4,History
12/8/2013,A,Mens Lower,15355,8,8,History
12/15/2013,A,Mens Lower,15355,9,8,History
12/22/2013,A,Mens Lower,15355,17,14,History
12/29/2013,A,Mens Lower,15355,15,11,History
1/5/2014,A,Mens Lower,15355,11,11,History
1/12/2014,A,Mens Lower,15355,17,10,History
1/19/2014,A,Mens Lower,15355,15,18,History
1/26/2014,A,Mens Lower,15355,15,10,History
2/2/2014,A,Mens Lower,15355,18,14,History
2/9/2014,A,Mens Lower,15355,18,17,History
